REGION,CATEGORY,TECHNOLOGY,AMOUNT (2020 USD MILLION),YEAR
Asia,Renewables,Multiple renewables,3.43,2005
Asia,Renewables,Multiple renewables,1.36,2005
Asia,Renewables,Multiple renewables,8.53,2005
Asia,Renewables,Multiple renewables,13.4,2005
Asia,Renewables,Multiple renewables,5.74,2005
Asia,Non-renewables,Nuclear,0.16,2005
Asia,Non-renewables,Nuclear,0.09,2011
Asia,Non-renewables,Nuclear,0.04,2019
Asia,Non-renewables,Nuclear,0.14,2010
Asia,Non-renewables,Nuclear,2.17,2012
Asia,Non-renewables,Nuclear,0.04,2012
Asia,Non-renewables,Nuclear,0.37,2011
Asia,Non-renewables,Nuclear,1,2018
Asia,Non-renewables,Nuclear,0.22,2008
Asia,Non-renewables,Nuclear,0.14,2002
Asia,Non-renewables,Nuclear,1.23,2005
Asia,Non-renewables,Nuclear,0.22,2007
Asia,Non-renewables,Nuclear,15.91,2003
Asia,Non-renewables,Nuclear,12.77,2006
Asia,Non-renewables,Nuclear,0.03,2006
Asia,Non-renewables,Nuclear,0,2007
Asia,Non-renewables,Nuclear,1.86,2007
Asia,Non-renewables,Nuclear,0,2008
Asia,Non-renewables,Nuclear,3.05,2009
Asia,Non-renewables,Nuclear,12.57,2008
Asia,Non-renewables,Nuclear,3.78,2010
Asia,Non-renewables,Nuclear,0.06,2011
Asia,Non-renewables,Nuclear,0.08,2013
Asia,Non-renewables,Nuclear,1.02,2007
Asia,Non-renewables,Nuclear,0.78,2010
Asia,Renewables,Solar energy,4.28,2011
Asia,Renewables,Solar energy,15.01,2012
Asia,Renewables,Multiple renewables,0.18,2013
Asia,Renewables,Multiple renewables,0.26,2014
Asia,Renewables,Solar energy,0.02,2011
Asia,Renewables,Multiple renewables,3.61,2010
Asia,Renewables,Multiple renewables,23.08,2011
Asia,Non-renewables,Nuclear,0.02,2012
Asia,Renewables,Multiple renewables,10.28,2012
Asia,Renewables,Solar energy,18.28,2012
Asia,Renewables,Multiple renewables,13.71,2013
Asia,Renewables,Solar energy,1.87,2013
Asia,Renewables,Solar energy,13.03,2014
Asia,Renewables,Solar energy,41.69,2014
Asia,Renewables,Multiple renewables,28.74,2015
Asia,Renewables,Multiple renewables,4.88,2017
Asia,Renewables,Multiple renewables,0.03,2010
Asia,Renewables,Multiple renewables,0.01,2010
Asia,Renewables,Multiple renewables,0.28,2011
Asia,Renewables,Multiple renewables,0.34,2012
Asia,Renewables,Solar energy,0.04,2012
Asia,Non-renewables,Fossil fuels n.e.s.,0.06,2012
Asia,Non-renewables,Fossil fuels n.e.s.,0.1,2012
Asia,Non-renewables,Fossil fuels n.e.s.,0.51,2013
Asia,Non-renewables,Fossil fuels n.e.s.,0.32,2012
Asia,Non-renewables,Fossil fuels n.e.s.,0.56,2014
Asia,Renewables,Multiple renewables,0.36,2014
Asia,Renewables,Multiple renewables,1.98,2001
Asia,Renewables,Multiple renewables,4.46,2008
Asia,Renewables,Multiple renewables,0.03,2010
Asia,Renewables,Multiple renewables,0.1,2012
Asia,Non-renewables,Fossil fuels n.e.s.,0.16,2014
Asia,Non-renewables,Fossil fuels n.e.s.,0.14,2013
Asia,Non-renewables,Fossil fuels n.e.s.,1.88,2010
Asia,Non-renewables,Fossil fuels n.e.s.,10.18,2015
Asia,Non-renewables,Fossil fuels n.e.s.,2.38,2016
Asia,Renewables,Multiple renewables,0.34,2016
Asia,Renewables,Multiple renewables,6.43,2018
Asia,Renewables,Multiple renewables,0.49,2016
Asia,Renewables,Multiple renewables,12.89,2018
Asia,Renewables,Multiple renewables,1.65,2016
Asia,Renewables,Multiple renewables,0.14,2016
Asia,Renewables,Multiple renewables,2.55,2018
Asia,Renewables,Multiple renewables,0.12,2016
Asia,Renewables,Multiple renewables,1.09,2018
Asia,Renewables,Multiple renewables,0.05,2009
Asia,Renewables,Multiple renewables,0.04,2010
Asia,Renewables,Multiple renewables,0.05,2011
Asia,Renewables,Multiple renewables,0.02,2012
Asia,Non-renewables,Fossil fuels n.e.s.,0,2014
Asia,Renewables,Multiple renewables,0.18,2016
Asia,Renewables,Multiple renewables,0.14,2006
Asia,Renewables,Multiple renewables,2.69,2011
Asia,Renewables,Multiple renewables,0.33,2020
Asia,Non-renewables,Fossil fuels n.e.s.,1.74,2013
Asia,Renewables,Multiple renewables,7.83,2009
Asia,Renewables,Multiple renewables,0.08,2018
Asia,Renewables,Multiple renewables,0.2,2020
Asia,Renewables,Multiple renewables,3.86,2000
Asia,Renewables,Multiple renewables,1.27,2001
Asia,Renewables,Multiple renewables,9.8,2012
Asia,Non-renewables,Fossil fuels n.e.s.,14.78,2013
Asia,Renewables,Multiple renewables,48.73,2017
Asia,Renewables,Multiple renewables,1.97,2018
Asia,Non-renewables,Nuclear,0.73,2012
Asia,Non-renewables,Nuclear,0.73,2017
Asia,Non-renewables,Nuclear,0.62,2019
Asia,Renewables,Solar energy,20,2020
Asia,Renewables,Multiple renewables,18.89,2010
Asia,Renewables,Multiple renewables,18.89,2010
Asia,Renewables,Solar energy,4.67,2010
Asia,Renewables,Wind energy,4.67,2010
Asia,Renewables,Solar energy,59.15,2011
Asia,Renewables,Multiple renewables,0.75,2013
Asia,Renewables,Solar energy,0.1,2012
Asia,Non-renewables,Fossil fuels n.e.s.,230.53,2002
Asia,Renewables,Multiple renewables,0.49,2004
Asia,Renewables,Multiple renewables,12.23,2003
Asia,Renewables,Solar energy,12.23,2005
Asia,Renewables,Wind energy,12.23,2006
Asia,Renewables,Multiple renewables,1.21,2010
Asia,Renewables,Solar energy,1.21,2013
Asia,Renewables,Wind energy,1.21,2013
Asia,Non-renewables,Nuclear,0,2013
Asia,Non-renewables,Nuclear,0.01,2013
Asia,Non-renewables,Nuclear,0.02,2013
Asia,Non-renewables,Nuclear,0,2012
Asia,Non-renewables,Nuclear,0,2013
Asia,Non-renewables,Nuclear,0.04,2018
Asia,Renewables,Multiple renewables,9.21,2020
Asia,Renewables,Solar energy,9.21,2018
Asia,Renewables,Wind energy,9.21,2005
Asia,Non-renewables,Fossil fuels n.e.s.,0.03,2006
Asia,Renewables,Multiple renewables,16.86,2007
Asia,Renewables,Multiple renewables,2.51,2008
Asia,Renewables,Multiple renewables,4.83,2009
Asia,Renewables,Multiple renewables,2.26,2010
Asia,Renewables,Multiple renewables,6.82,2009
Asia,Renewables,Multiple renewables,0.24,2012
Asia,Renewables,Multiple renewables,0.03,2020
Asia,Non-renewables,Nuclear,3.51,2001
Asia,Non-renewables,Nuclear,0.55,2016
Asia,Non-renewables,Nuclear,3.12,2018
Asia,Non-renewables,Nuclear,3.01,2008
Asia,Non-renewables,Nuclear,0.6,2009
Asia,Non-renewables,Nuclear,0.6,2019
Asia,Non-renewables,Nuclear,3.76,2014
Asia,Non-renewables,Nuclear,10.08,2007
Asia,Non-renewables,Nuclear,9.42,2010
Asia,Non-renewables,Nuclear,1.17,2017
Asia,Non-renewables,Nuclear,6.35,2020
Asia,Non-renewables,Fossil fuels n.e.s.,3.1,2017
Asia,Non-renewables,Nuclear,1.14,2020
Asia,Non-renewables,Nuclear,3.41,2015
Asia,Renewables,Multiple renewables,1.76,2004
Asia,Non-renewables,Nuclear,3.57,2005
Asia,Renewables,Multiple renewables,0.3,2005
Asia,Renewables,Multiple renewables,0.09,2006
Asia,Renewables,Multiple renewables,0.24,2007
Asia,Renewables,Multiple renewables,4.68,2018
Asia,Renewables,Solar energy,0.03,2019
Asia,Renewables,Wind energy,0.03,2007
Asia,Non-renewables,Fossil fuels n.e.s.,0.05,2012
Asia,Renewables,Solar energy,0.05,2002
Asia,Renewables,Wind energy,0.05,2002
Asia,Non-renewables,Fossil fuels n.e.s.,0.26,2001
Asia,Renewables,Solar energy,0.04,2001
Asia,Renewables,Solar energy,0.05,2019
Asia,Renewables,Solar energy,0.05,2017
Asia,Renewables,Solar energy,0.13,2019
Asia,Renewables,Wind energy,0.14,2019
Asia,Renewables,Solar energy,0.14,2019
Asia,Renewables,Wind energy,0.14,2001
Asia,Renewables,Solar energy,0.02,2004
Asia,Renewables,Solar energy,0.05,2004
Asia,Renewables,Multiple renewables,6.55,2010
Asia,Renewables,Multiple renewables,0.46,2010
Asia,Non-renewables,Nuclear,2.21,2010
Asia,Renewables,Solar energy,3.34,2017
Asia,Renewables,Solar energy,1.47,2013
Asia,Renewables,Multiple renewables,0.01,2016
Asia,Renewables,Multiple renewables,0.22,2019
Asia,Renewables,Multiple renewables,0.02,2019
Asia,Renewables,Multiple renewables,0.02,2002
Asia,Renewables,Multiple renewables,0.21,2003
Asia,Renewables,Multiple renewables,0.01,2012
Asia,Renewables,Multiple renewables,0.03,2010
Asia,Renewables,Multiple renewables,0.02,2010
Asia,Non-renewables,Nuclear,0.02,2003
Asia,Non-renewables,Coal and peat,1190.87,2010
Asia,Non-renewables,Coal and peat,813.53,2010
Asia,Renewables,Multiple renewables,6.76,2019
Asia,Renewables,Multiple renewables,0.06,2015
Asia,Non-renewables,Coal and peat,0,2015
Asia,Non-renewables,Coal and peat,0,2010
Asia,Non-renewables,Fossil fuels n.e.s.,0.02,2015
Asia,Renewables,Solar energy,1.01,2015
Asia,Renewables,Multiple renewables,0.05,2015
Asia,Renewables,Multiple renewables,0.06,2006
Asia,Non-renewables,Fossil fuels n.e.s.,84.25,2016
Asia,Non-renewables,Fossil fuels n.e.s.,96.13,2018
Asia,Non-renewables,Nuclear,0,2019
Asia,Renewables,Solar energy,3.77,2012
Asia,Renewables,Multiple renewables,0.12,2019
Asia,Renewables,Multiple renewables,0.02,2020
Asia,Non-renewables,Nuclear,0.01,2020
Asia,Renewables,Multiple renewables,0.02,2016
Asia,Renewables,Multiple renewables,0.06,2020
Asia,Renewables,Multiple renewables,6.57,2013
Asia,Non-renewables,Nuclear,0.14,2019
Asia,Non-renewables,Nuclear,0,2016
Asia,Non-renewables,Nuclear,0.79,2013
Asia,Non-renewables,Nuclear,0.25,2014
Asia,Non-renewables,Nuclear,1.16,2015
Asia,Renewables,Multiple renewables,2.08,2016
Asia,Renewables,Multiple renewables,1.7,2018
Asia,Renewables,Multiple renewables,1.83,2020
Asia,Renewables,Multiple renewables,0.02,2020
Asia,Renewables,Solar energy,23.69,2018
Asia,Renewables,Solar energy,1.02,2020
Asia,Renewables,Solar energy,0.05,2014
Asia,Renewables,Multiple renewables,0.31,2012
Asia,Renewables,Solar energy,0,2012
Asia,Renewables,Solar energy,1.02,2013
Asia,Renewables,Multiple renewables,0.07,2013
Asia,Renewables,Multiple renewables,0.02,2014
Asia,Renewables,Multiple renewables,0.33,2008
Asia,Non-renewables,Nuclear,5.45,2009
Asia,Non-renewables,Nuclear,0.1,2010
Asia,Non-renewables,Nuclear,8.05,2009
Asia,Non-renewables,Nuclear,5.36,2011
Asia,Non-renewables,Nuclear,0.31,2011
Asia,Renewables,Solar energy,0.02,2019
Asia,Renewables,Multiple renewables,0.04,2010
Asia,Renewables,Multiple renewables,0.03,2008
Asia,Renewables,Solar energy,0.12,2008
Asia,Renewables,Wind energy,0.09,2008
Asia,Renewables,Multiple renewables,1,2009
Asia,Renewables,Solar energy,1.53,2008
Asia,Renewables,Solar energy,0.46,2009
Asia,Renewables,Solar energy,29.97,2009
Asia,Renewables,Wind energy,29.97,2005
Asia,Renewables,Solar energy,49.05,2013
Asia,Renewables,Wind energy,204.85,2019
Asia,Renewables,Solar energy,7.86,2001
Asia,Renewables,Solar energy,27.38,2018
Asia,Renewables,Wind energy,24.22,2019
Asia,Renewables,Solar energy,10.41,2019
Asia,Renewables,Wind energy,9.21,2020
Asia,Non-renewables,Fossil fuels n.e.s.,4.68,2020
Asia,Renewables,Multiple renewables,4.68,2005
Asia,Renewables,Multiple renewables,13.22,2005
Asia,Renewables,Multiple renewables,0,2001
Asia,Renewables,Solar energy,0.06,2003
Asia,Renewables,Wind energy,0.06,2003
Asia,Renewables,Solar energy,0.23,2006
Asia,Renewables,Solar energy,0.07,2016
Asia,Renewables,Solar energy,0.14,2003
Asia,Renewables,Solar energy,0.04,2003
Asia,Renewables,Solar energy,0.08,2004
Asia,Renewables,Solar energy,0.02,2005
Asia,Renewables,Multiple renewables,0.05,2006
Middle East,Renewables,Multiple renewables,0.15,2007
Middle East,Renewables,Multiple renewables,0.04,2008
Middle East,Renewables,Multiple renewables,0.01,2009
Middle East,Renewables,Multiple renewables,0.1,2010
Middle East,Renewables,Multiple renewables,0.09,2011
Middle East,Renewables,Multiple renewables,0.01,2011
Middle East,Renewables,Multiple renewables,0.09,2013
Middle East,Renewables,Multiple renewables,0.12,2015
Middle East,Renewables,Multiple renewables,0.04,2016
Middle East,Renewables,Multiple renewables,0.02,2017
Middle East,Renewables,Solar energy,0.9,2019
Middle East,Renewables,Solar energy,0.03,2020
Middle East,Renewables,Solar energy,4.57,2015
Middle East,Renewables,Solar energy,0.02,2016
Middle East,Renewables,Multiple renewables,0.54,2017
Middle East,Renewables,Solar energy,0.56,2015
Middle East,Renewables,Solar energy,0.56,2018
Middle East,Renewables,Wind energy,0.03,2018
Middle East,Renewables,Wind energy,0.03,2014
Middle East,Renewables,Solar energy,0.03,2014
Middle East,Renewables,Solar energy,0.35,2015
Middle East,Renewables,Wind energy,0.09,2015
Middle East,Renewables,Solar energy,0.01,2016
Middle East,Renewables,Solar energy,0.12,2017
Middle East,Renewables,Solar energy,0.03,2020
Middle East,Renewables,Solar energy,0.18,2019
Middle East,Renewables,Solar energy,0.19,2005
Middle East,Renewables,Solar energy,0.04,2000
Middle East,Renewables,Solar energy,0.04,2000
Middle East,Renewables,Multiple renewables,0.01,2009
Middle East,Renewables,Solar energy,0.35,2004
Middle East,Renewables,Solar energy,0.25,2005
Middle East,Renewables,Solar energy,0.39,2006
Middle East,Renewables,Multiple renewables,0.01,2006
Middle East,Renewables,Multiple renewables,0.03,2005
Middle East,Renewables,Multiple renewables,0.12,2007
Middle East,Renewables,Multiple renewables,0.3,2019
Middle East,Renewables,Multiple renewables,0.03,2011
Middle East,Renewables,Solar energy,0.37,2000
Middle East,Renewables,Multiple renewables,0.01,2007
Middle East,Renewables,Solar energy,0.02,2010
Middle East,Renewables,Solar energy,0.02,2015
Middle East,Renewables,Solar energy,0,2010
Middle East,Renewables,Solar energy,0.03,2006
Middle East,Renewables,Solar energy,0.03,2000
Middle East,Renewables,Solar energy,0.46,2010
Middle East,Renewables,Wind energy,0.16,2009
Middle East,Renewables,Solar energy,0.03,2009
Middle East,Renewables,Wind energy,0.22,2010
Middle East,Renewables,Solar energy,0.4,2019
Middle East,Renewables,Solar energy,0.9,2008
Middle East,Renewables,Multiple renewables,0.51,2008
Middle East,Renewables,Multiple renewables,0.09,2008
Middle East,Renewables,Solar energy,1.3,2009
Middle East,Renewables,Solar energy,0.86,2008
Middle East,Renewables,Multiple renewables,0.39,2009
Middle East,Non-renewables,Fossil fuels n.e.s.,10.83,2009
Middle East,Non-renewables,Fossil fuels n.e.s.,2.62,2005
Middle East,Renewables,Solar energy,1.86,2015
Middle East,Renewables,Solar energy,2.89,2002
Middle East,Renewables,Solar energy,0.27,2005
Middle East,Renewables,Solar energy,2.61,2005
Middle East,Renewables,Solar energy,4.51,2005
Middle East,Renewables,Multiple renewables,10.76,2013
Middle East,Renewables,Multiple renewables,10.76,2014
Middle East,Renewables,Multiple renewables,1.2,2014
Middle East,Renewables,Solar energy,0.46,2014
Middle East,Non-renewables,Fossil fuels n.e.s.,0.1,2015
Middle East,Renewables,Multiple renewables,0.17,2015
Middle East,Renewables,Multiple renewables,0.26,2017
Middle East,Renewables,Multiple renewables,0.46,2018
Middle East,Renewables,Solar energy,0.02,2020
Middle East,Renewables,Solar energy,0.01,2019
Middle East,Renewables,Solar energy,8.47,2018
Middle East,Renewables,Solar energy,0.04,2018
Middle East,Renewables,Solar energy,5.6,2011
Middle East,Renewables,Solar energy,0,2013
Middle East,Renewables,Solar energy,1.64,2018
Middle East,Renewables,Solar energy,0.05,2016
Middle East,Renewables,Multiple renewables,14.16,2011
Middle East,Renewables,Solar energy,0.2,2016
Middle East,Renewables,Multiple renewables,14.16,2017
Middle East,Renewables,Solar energy,0.2,2008
Middle East,Renewables,Solar energy,0.23,2009
Middle East,Renewables,Solar energy,0.02,2012
Middle East,Renewables,Solar energy,0.36,2003
Middle East,Renewables,Solar energy,0.92,2007
Middle East,Renewables,Multiple renewables,0.4,2020
Middle East,Renewables,Solar energy,3.6,2017
Middle East,Renewables,Solar energy,0.09,2010
Middle East,Renewables,Solar energy,0.47,2012
Middle East,Renewables,Solar energy,0.47,2012
Middle East,Renewables,Multiple renewables,0.2,2011
Middle East,Renewables,Solar energy,0.01,2011
Middle East,Renewables,Multiple renewables,0.01,2012
Middle East,Renewables,Solar energy,5.48,2017
Middle East,Renewables,Solar energy,0.09,2012
Middle East,Renewables,Solar energy,0.08,2018
Middle East,Renewables,Solar energy,0.06,2020
Middle East,Renewables,Solar energy,0.03,2000
Middle East,Renewables,Solar energy,0.09,2000
Middle East,Renewables,Solar energy,0.09,2003
Middle East,Renewables,Multiple renewables,0.01,2003
Middle East,Renewables,Solar energy,0.61,2003
Middle East,Renewables,Solar energy,0.05,2004
Middle East,Non-renewables,Fossil fuels n.e.s.,0.52,2011
Middle East,Renewables,Solar energy,0.4,2000
Middle East,Renewables,Solar energy,2.27,2002
Middle East,Renewables,Solar energy,0,2005
Middle East,Renewables,Solar energy,0.5,2005
Middle East,Renewables,Multiple renewables,0.01,2006
Middle East,Renewables,Multiple renewables,0.01,2007
Middle East,Non-renewables,Nuclear,0.01,2007
Middle East,Renewables,Multiple renewables,0.06,2009
Middle East,Non-renewables,Fossil fuels n.e.s.,61.7,2010
Middle East,Non-renewables,Fossil fuels n.e.s.,102.57,2010
Middle East,Non-renewables,Fossil fuels n.e.s.,154.77,2012
Middle East,Non-renewables,Fossil fuels n.e.s.,100.35,2015
Middle East,Renewables,Solar energy,5.22,2012
Asia,Renewables,Multiple renewables,0.14,2013
Asia,Renewables,Multiple renewables,0.22,2014
Asia,Renewables,Multiple renewables,0.04,2015
Asia,Renewables,Multiple renewables,0.01,2014
Asia,Renewables,Multiple renewables,0.01,2013
Asia,Renewables,Multiple renewables,0.05,2014
Asia,Renewables,Multiple renewables,0.01,2014
Asia,Renewables,Multiple renewables,0.01,2017
Asia,Non-renewables,Coal and peat,327.63,2018
Asia,Renewables,Multiple renewables,0.01,2018
Asia,Renewables,Multiple renewables,0,2018
Asia,Renewables,Multiple renewables,0.1,2017
Asia,Non-renewables,Fossil fuels n.e.s.,20.18,2017
Asia,Renewables,Multiple renewables,6.2,2018
Asia,Renewables,Multiple renewables,2.79,2019
Asia,Non-renewables,Nuclear,0.08,2014
Asia,Non-renewables,Nuclear,0.44,2014
Asia,Non-renewables,Nuclear,0.24,2003
Asia,Non-renewables,Nuclear,0.2,2003
Asia,Renewables,Multiple renewables,22.87,2018
Asia,Non-renewables,Fossil fuels n.e.s.,12.25,2015
Asia,Renewables,Multiple renewables,0.06,2015
Asia,Renewables,Multiple renewables,0.18,2010
Asia,Non-renewables,Nuclear,0.02,2010
Asia,Non-renewables,Nuclear,0.01,2007
Asia,Non-renewables,Nuclear,0.01,2016
Asia,Non-renewables,Nuclear,0,2011
Asia,Non-renewables,Nuclear,0.03,2011
Asia,Renewables,Solar energy,4.19,2013
Asia,Non-renewables,Fossil fuels n.e.s.,0.54,2015
Asia,Renewables,Multiple renewables,0.54,2014
Asia,Non-renewables,Fossil fuels n.e.s.,4.19,2016
Asia,Non-renewables,Fossil fuels n.e.s.,0.84,2014
Asia,Non-renewables,Fossil fuels n.e.s.,4.25,2016
Asia,Non-renewables,Fossil fuels n.e.s.,0.78,2016
Asia,Non-renewables,Fossil fuels n.e.s.,1.84,2016
Asia,Renewables,Wind energy,6.02,2016
Asia,Renewables,Solar energy,6.02,2016
Asia,Non-renewables,Nuclear,2.96,2016
Asia,Renewables,Solar energy,4.2,2018
Asia,Non-renewables,Nuclear,0.02,2006
Asia,Renewables,Multiple renewables,9.42,2009
Asia,Renewables,Multiple renewables,7.99,2019
Asia,Renewables,Multiple renewables,12.79,2020
Asia,Renewables,Multiple renewables,0.04,2000
Asia,Non-renewables,Fossil fuels n.e.s.,0.6,2001
Asia,Renewables,Multiple renewables,0.08,2018
Asia,Renewables,Multiple renewables,0.01,2018
Asia,Renewables,Multiple renewables,1.04,2015
Asia,Renewables,Multiple renewables,0.02,2016
Asia,Renewables,Multiple renewables,0.57,2011
Asia,Renewables,Multiple renewables,0.46,2003
Asia,Renewables,Multiple renewables,0.13,2003
Asia,Renewables,Multiple renewables,1.61,2008
Asia,Renewables,Multiple renewables,1.13,2009
Asia,Renewables,Multiple renewables,0.21,2009
Asia,Renewables,Multiple renewables,0.02,2020
Asia,Renewables,Multiple renewables,0.01,2016
Asia,Renewables,Multiple renewables,0.09,2017
Asia,Renewables,Multiple renewables,0.01,2020
Asia,Renewables,Multiple renewables,0.45,2008
Asia,Renewables,Multiple renewables,0.36,2008
Asia,Renewables,Multiple renewables,0,2009
Asia,Renewables,Solar energy,0.01,2018
Asia,Renewables,Solar energy,0.01,2019
Asia,Renewables,Multiple renewables,0.04,2011
Asia,Renewables,Multiple renewables,0.14,2011
Asia,Non-renewables,Fossil fuels n.e.s.,0.05,2012
Asia,Renewables,Multiple renewables,0.03,2012
Asia,Renewables,Multiple renewables,1.55,2013
Asia,Renewables,Multiple renewables,2.15,2000
Asia,Renewables,Multiple renewables,1.05,2019
Asia,Renewables,Multiple renewables,0.43,2007
Asia,Renewables,Solar energy,0.53,2017
Asia,Non-renewables,Fossil fuels n.e.s.,0.51,2018
Asia,Renewables,Multiple renewables,0.08,2019
Asia,Renewables,Multiple renewables,0.01,2009
Asia,Renewables,Multiple renewables,0.01,2010
Asia,Non-renewables,Nuclear,0.01,2013
Asia,Non-renewables,Nuclear,0.01,2013
Asia,Non-renewables,Nuclear,0.03,2014
Asia,Non-renewables,Nuclear,0.03,2016
Asia,Non-renewables,Nuclear,0.08,2017
Asia,Non-renewables,Nuclear,0.01,2015
Asia,Non-renewables,Nuclear,0.06,2017
Asia,Non-renewables,Nuclear,0,2017
Asia,Non-renewables,Nuclear,0.11,2017
Asia,Non-renewables,Nuclear,0.45,2017
Asia,Non-renewables,Nuclear,0.17,2020
Asia,Non-renewables,Nuclear,1.15,2018
Asia,Non-renewables,Nuclear,0.35,2020
Asia,Renewables,Solar energy,0.23,2011
Asia,Renewables,Solar energy,0.08,2019
Asia,Renewables,Solar energy,0.08,2010
Asia,Renewables,Multiple renewables,110.36,2011
Asia,Renewables,Multiple renewables,0.01,2019
Asia,Renewables,Multiple renewables,0,2019
Asia,Renewables,Solar energy,0.01,2019
Asia,Renewables,Multiple renewables,0.01,2019
Asia,Non-renewables,Nuclear,0.22,2003
Asia,Renewables,Multiple renewables,0.03,2007
Asia,Renewables,Multiple renewables,0.1,2008
Asia,Renewables,Multiple renewables,0.2,2008
Asia,Renewables,Multiple renewables,0.24,2000
Asia,Renewables,Multiple renewables,0.2,2002
Asia,Renewables,Multiple renewables,0.12,2002
Asia,Renewables,Multiple renewables,0.03,2009
Asia,Renewables,Multiple renewables,0.16,2009
Asia,Renewables,Multiple renewables,0,2011
Asia,Renewables,Multiple renewables,0.24,2011
Asia,Renewables,Solar energy,0.01,2004
Asia,Non-renewables,Nuclear,0.89,2004
Asia,Non-renewables,Nuclear,0.04,2003
Asia,Non-renewables,Nuclear,0.14,2003
Asia,Non-renewables,Nuclear,7.57,2004
Asia,Non-renewables,Nuclear,0.72,2004
Asia,Non-renewables,Nuclear,0.04,2005
Asia,Renewables,Solar energy,104.84,2005
Asia,Renewables,Solar energy,44.93,2008
Asia,Renewables,Wind energy,98.22,2008
Asia,Non-renewables,Fossil fuels n.e.s.,67.48,2015
Asia,Renewables,Multiple renewables,0.01,2012
Asia,Renewables,Multiple renewables,0.1,2018
Asia,Renewables,Wind energy,0.01,2014
Asia,Renewables,Multiple renewables,0,2014
Asia,Renewables,Solar energy,0,2015
Asia,Renewables,Solar energy,0.02,2018
Asia,Renewables,Solar energy,23.81,2018
Asia,Non-renewables,Fossil fuels n.e.s.,174.77,2019
Asia,Renewables,Wind energy,4.25,2013
Asia,Renewables,Solar energy,48.74,2019
Asia,Renewables,Wind energy,54.86,2019
Asia,Non-renewables,Fossil fuels n.e.s.,111.68,2013
Asia,Non-renewables,Fossil fuels n.e.s.,25,2015
Asia,Renewables,Wind energy,7.14,2016
Asia,Renewables,Solar energy,22.91,2017
Asia,Renewables,Wind energy,22.91,2017
Asia,Non-renewables,Nuclear,0.01,2020
Asia,Non-renewables,Nuclear,0.06,2020
Asia,Non-renewables,Nuclear,0.04,2020
Asia,Non-renewables,Nuclear,0.05,2017
Asia,Non-renewables,Nuclear,0.11,2017
Asia,Non-renewables,Nuclear,0,2017
Asia,Non-renewables,Nuclear,0.04,2011
Asia,Non-renewables,Nuclear,0.01,2012
Asia,Non-renewables,Nuclear,0,2014
Asia,Non-renewables,Nuclear,0.07,2000
Asia,Non-renewables,Nuclear,0,2001
Asia,Non-renewables,Nuclear,0.02,2002
Asia,Renewables,Multiple renewables,0.01,2006
Asia,Renewables,Multiple renewables,94,2007
Asia,Renewables,Multiple renewables,0.02,2008
Asia,Renewables,Multiple renewables,0.02,2017
Asia,Renewables,Multiple renewables,0.02,2012
Asia,Non-renewables,Nuclear,1.81,2002
Asia,Renewables,Solar energy,286.04,2012
Asia,Renewables,Multiple renewables,0,2006
Asia,Renewables,Multiple renewables,0.04,2008
Asia,Renewables,Multiple renewables,0.15,2008
Asia,Renewables,Multiple renewables,0,2000
Asia,Renewables,Multiple renewables,0,2000
Asia,Renewables,Multiple renewables,0.01,2017
Asia,Renewables,Multiple renewables,0,2002
Asia,Renewables,Multiple renewables,0.02,2005
Asia,Renewables,Solar energy,0,2005
Asia,Renewables,Multiple renewables,0.01,2005
Asia,Renewables,Multiple renewables,0.01,2007
Asia,Renewables,Multiple renewables,0.01,2005
Asia,Renewables,Solar energy,0.16,2005
Asia,Renewables,Solar energy,0.22,2009
Asia,Renewables,Solar energy,0.22,2014
Asia,Renewables,Solar energy,0.22,2018
Asia,Renewables,Solar energy,0.22,2019
Asia,Renewables,Solar energy,0,2013
Asia,Renewables,Solar energy,1.04,2007
Asia,Renewables,Multiple renewables,0.24,2010
Asia,Renewables,Solar energy,4.66,2009
Asia,Non-renewables,Fossil fuels n.e.s.,0.04,2009
Asia,Non-renewables,Fossil fuels n.e.s.,1.63,2010
Asia,Renewables,Multiple renewables,0,2013
Asia,Non-renewables,Nuclear,0.19,2014
Asia,Renewables,Multiple renewables,0.02,2015
Asia,Renewables,Multiple renewables,0.04,2016
Asia,Renewables,Solar energy,0.11,2015
Asia,Renewables,Solar energy,0.02,2008
Asia,Non-renewables,Nuclear,0,2008
Asia,Non-renewables,Nuclear,0.08,2011
Asia,Non-renewables,Nuclear,0.31,2012
Asia,Renewables,Multiple renewables,5.8,2015
Asia,Renewables,Multiple renewables,0.14,2009
Asia,Renewables,Multiple renewables,0.04,2011
Asia,Renewables,Multiple renewables,0.03,2011
Asia,Renewables,Multiple renewables,0.01,2012
Asia,Renewables,Multiple renewables,0.02,2012
Asia,Renewables,Multiple renewables,0.03,2013
Asia,Renewables,Multiple renewables,0,2010
Asia,Renewables,Multiple renewables,0.02,2015
Asia,Renewables,Multiple renewables,0.02,2019
Asia,Non-renewables,Nuclear,0.02,2013
Asia,Non-renewables,Nuclear,0,2015
Asia,Renewables,Multiple renewables,0.03,2015
Middle East,Non-renewables,Nuclear,3142.11,2020
Asia,Renewables,Multiple renewables,0.01,2020
Asia,Renewables,Multiple renewables,0.02,2020
Asia,Renewables,Multiple renewables,0.02,2015
Asia,Non-renewables,Nuclear,0.19,2012
Asia,Non-renewables,Nuclear,0.07,2009
